No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1187,1,0.0,0,24.0,0.2166980420502602,31100,0,1,19608.0,0,,607.0
1,23,1,50,1,0,0,1,0,0,1,0,1,0,1385,1,2.0,0,649.0,0.2200618637256351,21481,0,1,23926.0,0,,
0,20,0,0,0,0,0,1,0,0,1,0,0,0,2848,1,2.0,0,3.2,0.4054458447918951,43644,0,0,0.0,0,,607.0
1,24,0,0,0,0,0,1,0,0,0,0,0,0,180,0,1.0,0,658.0,0.5166838357613864,41065,0,0,0.0,0,,
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2526,2,0.0,0,723.2,0.1292196858439951,44084,0,1,17092.6,0,,
0,25,1,10,1,0,0,1,0,0,0,0,0,1,1540,2,2.0,0,536.0,0.4445118176117502,46268,0,0,0.0,0,,619.0
1,19,0,0,0,0,0,1,0,0,1,0,0,0,2605,3,2.0,1,588.8000000000001,0.5099789582889924,51953,0,0,0.0,0,,
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2365,3,0.0,0,39.0,0.0575016684367178,36377,0,0,0.0,0,,602.0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1995,0,2.0,0,664.0,0.0156041113039183,24251,1,0,0.0,0,,544.0
1,24,0,0,0,0,0,0,1,0,0,0,1,0,2485,3,1.0,1,976.0,0.3773148453755901,27000,0,0,0.0,0,,
0,24,0,0,0,0,0,0,1,0,0,0,1,0,243,2,2.0,1,1611.0,0.1297959274321653,29682,0,0,0.0,0,,586.0
0,22,0,0,0,0,0,0,0,1,1,0,1,0,176,3,2.0,0,981.0,0.4078787464271284,20081,0,0,0.0,0,,650.0
1,18,0,0,0,0,0,1,1,0,0,0,0,0,2694,1,2.0,0,97.6,0.5949705772092995,44156,1,1,5535.599999999999,0,,
0,21,0,0,1,0,0,0,0,1,0,0,1,0,1467,1,1.0,0,648.8000000000001,0.3042067541284513,53017,0,1,3324.3,1,2384.697565989768,613.0
0,23,0,0,0,0,0,0,0,1,0,1,0,0,2373,1,1.0,1,81.0,0.2806707332731514,51049,0,1,24362.0,0,,608.0
0,24,0,0,0,0,0,0,0,1,0,1,0,0,2542,0,1.0,0,592.0,0.3889862767676462,23765,0,0,0.0,0,,643.0
1,20,0,0,1,0,0,0,0,0,0,0,1,0,1152,2,0.0,0,416.0,0.1455358524421527,27440,0,1,8633.8,1,50.0,
0,21,0,0,1,2,119,0,1,0,0,0,0,0,2562,0,1.0,0,411.2000000000001,0.1297520965872679,43117,0,0,0.0,0,,515.0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2124,3,2.0,0,151.0,0.0079970932248926,47911,0,1,5423.0,0,,645.0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1582,0,0.0,1,706.0,0.6634691400855784,20812,0,0,0.0,0,,672.0
0,18,0,0,1,0,0,0,0,1,0,0,0,0,1328,0,0.0,0,160.0,0.0608424190627261,51065,1,0,0.0,0,,566.0
0,18,0,0,0,0,0,0,1,0,0,0,0,0,1596,2,2.0,1,913.6,0.2629206953554704,48429,0,1,16690.8,0,,576.0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2926,0,1.0,0,487.0,0.392092429369529,51260,0,1,23874.0,0,,592.0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,1693,3,1.0,0,745.0,0.2534924388327692,44428,0,0,0.0,0,,
1,20,0,0,0,0,0,0,1,0,0,0,0,0,2886,1,2.0,0,660.0,0.2685856954950217,18343,0,0,0.0,0,,
1,24,0,0,0,0,0,1,0,0,1,0,0,0,101,3,1.0,0,306.0,0.0,30485,0,0,0.0,0,,
0,18,0,0,0,0,0,0,1,0,0,0,0,0,191,0,2.0,0,240.8,0.2408570736589794,37311,0,0,0.0,0,,544.0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1833,3,3.0,0,707.0,0.1803801789228516,30838,1,0,0.0,0,,518.0
0,21,0,0,0,0,0,0,1,1,0,1,0,0,1679,3,1.0,0,622.4000000000001,0.0576686262126513,51246,1,0,0.0,0,,567.0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,366,2,2.0,0,985.0,0.0431926736194942,37947,0,0,0.0,0,,
1,19,0,0,0,0,0,0,0,0,0,0,0,0,501,3,2.0,1,1280.8000000000002,0.1029389186564959,53804,0,1,4511.5,0,,
1,19,0,0,0,0,0,0,0,0,1,0,0,0,2398,1,1.0,0,8.0,0.4376711107301918,36192,0,0,0.0,0,,
0,22,0,0,0,0,0,0,0,0,0,0,1,0,1287,0,2.0,0,753.0,0.3865340573376515,37119,0,0,0.0,0,,524.0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,1239,2,1.0,0,35.2,0.1332571669351159,40368,0,1,6969.2,0,,568.0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1263,3,0.0,1,831.2,0.5963268118909748,32206,1,0,0.0,0,,
1,18,0,0,0,0,0,0,0,0,1,0,0,1,1049,2,1.0,1,1097.6,0.4506625950928841,40839,0,1,13321.7,0,,
1,23,0,0,0,0,0,1,1,0,1,0,0,0,1973,2,1.0,0,984.0,0.2268326820303921,32822,0,1,23097.0,0,,
0,23,0,0,1,0,0,1,0,1,0,1,0,0,1771,0,0.0,0,918.0,0.1915731752023893,26685,0,0,0.0,1,,524.0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,1110,1,0.0,0,66.0,0.346636989275172,46547,0,1,7850.0,0,,548.0
1,24,0,0,1,0,0,0,1,1,1,1,0,0,654,2,0.0,0,472.0,0.1421976515840048,24063,1,0,0.0,0,,
1,24,0,0,0,0,0,0,0,0,1,0,1,1,2207,0,0.0,0,42.0,0.2782297899765142,46217,0,0,0.0,0,,
0,21,0,0,0,0,0,0,0,1,0,1,0,0,787,3,2.0,0,45.6,0.197804179603083,39505,0,0,0.0,1,,641.0
1,22,0,0,0,0,0,0,0,1,0,1,1,0,2910,0,0.0,0,184.0,0.3000362551506882,52907,1,1,15569.0,0,,
0,25,0,0,0,0,0,0,0,0,1,0,1,0,2910,3,2.0,0,47.0,0.3339817764513257,37044,0,0,0.0,0,,660.0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,2256,3,2.0,0,732.8000000000001,0.064916309653221,39118,0,0,0.0,0,,602.0
0,25,0,0,0,0,0,1,0,0,0,0,0,0,331,2,0.0,0,285.0,0.2858791940250663,40617,0,0,0.0,0,,620.0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,2855,1,2.0,0,241.0,0.229674441008559,48521,0,0,0.0,0,,636.0
0,22,0,0,0,0,0,1,0,1,1,1,0,0,2207,3,2.0,0,132.0,0.2160693995980865,41331,0,0,0.0,0,,506.0
1,25,0,0,0,0,0,0,1,0,0,0,0,0,2544,1,2.0,1,2229.0,0.6986738126567882,30350,0,0,0.0,0,,
1,22,0,0,1,0,0,1,0,1,0,0,1,1,423,3,3.0,0,862.0,0.1394323489988561,28691,0,0,0.0,0,,
1,22,0,0,0,0,0,0,0,0,0,0,0,0,1365,3,0.0,1,1148.0,0.4939771302556578,18322,1,1,18210.0,0,,
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1833,2,1.0,0,800.0,0.0020969605414971,23409,1,0,0.0,0,,561.0
1,21,0,0,1,0,0,0,0,1,0,1,1,1,2138,3,0.0,0,586.4,0.2051130014453476,33503,0,0,0.0,1,,
0,21,0,0,1,2,328,0,0,0,0,0,0,0,1948,1,0.0,0,391.2000000000001,0.2734900795038021,30130,0,1,16145.499999999998,0,,509.0
0,22,0,0,0,0,0,1,0,0,1,0,0,0,314,3,2.0,0,889.0,0.2633983414916311,31120,0,1,5529.0,0,,616.0
0,19,0,0,0,0,0,0,0,1,0,1,0,1,2192,1,1.0,0,575.2,0.6189113172730365,52216,1,1,14114.8,1,,633.0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,473,1,1.0,0,36.8,0.511683289373005,29917,0,0,0.0,0,,605.0
0,24,0,0,1,0,0,0,0,1,1,1,0,0,146,2,2.0,0,82.0,0.0471923874972747,36306,0,0,0.0,0,,675.0
1,20,1,18,1,0,0,0,0,0,1,0,1,0,2781,0,2.0,0,331.20000000000005,0.5163714896884339,43062,0,0,0.0,0,,
0,20,0,0,1,0,0,0,0,0,0,1,0,0,1459,1,0.0,1,1783.2,0.0,34182,0,1,6648.599999999999,1,,579.0
0,21,0,0,1,1,284,0,0,1,0,1,0,1,365,0,1.0,0,630.4000000000001,0.4658648197144761,27418,0,1,1771.6999999999998,1,,510.0
1,21,0,0,0,0,0,0,0,0,0,0,0,1,509,3,3.0,1,136.8,0.3381365791914993,24190,1,1,9647.4,0,,
0,19,0,0,0,0,0,0,0,0,0,0,0,0,585,3,1.0,1,322.40000000000003,0.0420322210912654,49033,0,0,0.0,0,,663.0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,559,2,0.0,1,1832.0,0.1434285389891532,23891,0,0,0.0,0,,
0,20,0,0,0,0,0,0,0,0,0,0,0,0,547,0,2.0,0,499.2000000000001,0.4635928984780706,51094,1,0,0.0,0,,641.0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1605,0,2.0,0,753.0,0.2625007413378321,49657,0,1,22125.0,0,,
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1294,1,1.0,0,276.0,0.2918676026097361,54277,1,1,15734.6,0,,583.0
1,20,0,0,0,0,0,1,0,0,0,0,0,0,976,0,2.0,1,802.4000000000001,0.3027490339873195,40954,0,1,15841.7,0,,
0,23,0,0,0,0,0,1,0,1,0,0,0,0,2748,2,0.0,0,865.0,0.1788261500469501,49046,0,1,10552.0,1,,541.0
1,19,0,0,1,0,0,0,0,1,1,1,1,0,1665,3,2.0,1,354.40000000000003,0.162488826328498,33154,1,1,11130.7,0,,
0,25,0,0,0,0,0,0,0,0,0,0,0,0,945,3,2.0,1,2088.0,0.2962433785850649,37740,0,0,0.0,0,,614.0
1,23,0,0,0,0,0,1,0,0,1,0,0,0,200,3,1.0,1,829.0,0.0,36714,0,1,18811.0,0,,
1,23,0,0,0,0,0,1,1,1,1,1,0,0,1910,3,0.0,0,251.0,0.3784509507508441,44291,1,1,14369.0,0,,
1,25,0,0,0,0,0,0,0,0,0,0,0,0,2272,0,0.0,1,2477.0,0.4746097704437038,36564,0,0,0.0,0,,
0,24,0,0,0,0,0,0,0,0,0,0,0,1,1290,0,2.0,0,229.0,0.4223991319307572,39556,0,0,0.0,0,,591.0
0,24,0,0,0,0,0,1,1,0,1,0,1,0,2689,3,1.0,0,744.0,0.3972916165770715,19667,0,1,16143.0,0,,530.0
0,19,0,0,0,0,0,0,0,0,0,0,1,0,729,2,0.0,1,231.2,0.0037312607784868,44580,0,1,1509.1999999999998,0,,653.0
0,23,0,0,1,0,0,0,0,0,0,0,1,0,2197,0,2.0,0,250.0,0.2856091250103404,26905,0,0,0.0,1,50.0,632.0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0.0,1,1533.6,0.2163954288831887,48995,0,0,0.0,0,,554.0
1,21,0,0,0,0,0,0,0,0,1,0,0,1,1113,3,2.0,1,2161.6,0.0,31236,0,0,0.0,0,,
0,19,0,0,1,0,0,0,0,1,1,0,0,1,1970,1,1.0,0,120.0,0.2329740433684835,25375,1,1,16976.399999999998,0,,525.0
1,22,0,0,0,0,0,1,1,0,0,0,1,0,413,0,2.0,1,1993.0,0.5077662670773666,53310,0,0,0.0,0,,
1,25,0,0,0,0,0,1,1,1,1,1,1,0,193,3,2.0,0,498.0,0.2959660738330315,26116,0,0,0.0,1,,
0,23,0,0,0,0,0,1,0,0,0,0,0,1,2368,3,1.0,0,663.0,0.175730456617375,37727,0,0,0.0,0,,656.0
0,19,0,0,0,0,0,0,0,0,1,0,0,0,295,1,1.0,0,774.4000000000001,0.0381028139241322,40747,0,0,0.0,0,,664.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1883,3,2.0,0,589.6,0.0,34151,0,0,0.0,0,,
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2467,1,2.0,0,271.2,0.3416360795903582,54160,0,0,0.0,0,,
0,24,0,0,1,0,0,0,0,1,0,1,0,0,1264,1,1.0,0,490.0,0.5891822950293975,40014,0,0,0.0,1,,626.0
0,25,0,0,0,0,0,0,0,0,0,0,1,0,1519,0,1.0,0,919.0,0.6469461389907772,46387,0,1,7965.0,0,,587.0
1,21,0,0,0,0,0,1,1,0,0,0,0,0,939,2,1.0,0,720.0,0.4232658785171604,40938,0,0,0.0,0,,
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1542,1,2.0,0,336.8,0.0501137580838768,33738,1,0,0.0,0,,
0,21,0,0,0,0,0,0,0,0,0,0,1,0,458,1,0.0,0,438.4,0.0,50958,0,0,0.0,0,,612.0
0,21,0,0,1,0,0,0,0,1,0,1,0,0,2141,0,2.0,0,368.0,0.634870519063396,50839,1,1,1894.2,1,,575.0
0,21,0,0,1,0,0,0,1,1,0,1,0,0,2487,3,2.0,0,480.0,0.0286307970722642,35193,0,1,13881.0,0,,570.0
0,25,0,0,0,0,0,0,0,0,1,0,0,0,2687,2,1.0,0,987.0,0.5651827146996212,22266,0,0,0.0,0,,604.0
0,21,0,0,1,1,143,0,0,1,0,0,1,1,372,0,1.0,0,761.6,0.1128747073844033,20143,1,1,8925.0,1,,612.0
0,22,0,0,0,0,0,0,0,1,1,1,0,0,183,0,1.0,0,92.0,0.5418535030595106,31061,0,0,0.0,1,,678.0
1,25,1,67,1,1,186,0,1,0,0,0,1,0,2174,2,1.0,1,1681.0,0.0,28066,0,0,0.0,0,,
1,22,0,0,0,0,0,0,0,0,1,0,0,0,2475,0,1.0,0,627.0,0.4295873625912766,49154,0,0,0.0,0,,
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1397,0,0.0,1,2290.0,0.2733065402038619,40748,0,0,0.0,0,,548.0
1,24,0,0,0,0,0,1,0,1,0,1,0,0,1384,3,2.0,0,120.0,0.0149867194100824,49600,0,0,0.0,1,,
1,19,0,0,0,0,0,0,0,0,0,0,0,0,967,2,0.0,0,294.40000000000003,0.0303327424462803,52609,0,0,0.0,0,,
1,18,0,0,1,0,0,0,0,1,0,1,0,1,1746,1,0.0,0,12.0,0.3551614372372715,49368,1,0,0.0,0,,
1,21,0,0,0,0,0,0,1,0,0,0,0,0,2636,3,1.0,1,163.20000000000002,0.1060594101141086,35498,1,1,6376.299999999999,0,,
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1888,2,0.0,1,679.0,0.4960816700304323,36044,0,0,0.0,0,,674.0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,937,2,1.0,0,291.2,0.1867513171567146,22064,0,0,0.0,0,,656.0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,269,3,0.0,0,121.6,0.3470264341826195,21341,0,0,0.0,0,,523.0
0,23,0,0,1,0,0,1,0,1,0,0,1,0,2801,0,1.0,0,912.0,0.2719504552248918,48296,0,1,7653.0,0,,650.0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1957,2,0.0,1,1953.6,0.0,29218,0,1,1949.5,0,,
1,22,0,0,0,0,0,0,0,1,0,0,0,0,2600,3,0.0,0,80.0,0.173641667283606,31807,0,1,2702.0,1,,
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2761,2,1.0,0,962.0,0.4186644025836726,44406,0,0,0.0,0,,675.0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,2222,0,0.0,1,1490.0,0.1253247594818411,36201,1,0,0.0,0,,605.0
0,18,0,0,0,0,0,0,1,0,1,0,0,0,694,0,1.0,0,506.4,0.2593378794973826,39716,0,1,5453.0,0,,663.0
0,23,0,0,0,0,0,0,0,1,1,1,0,0,773,2,2.0,0,448.0,0.3427749789223482,43150,0,1,23070.0,1,,652.0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,791,1,1.0,0,448.8,0.3860065406659337,47062,0,1,10652.6,0,,525.0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,2.0,0,149.0,0.3879892440095579,46999,0,1,19488.0,0,,503.0
0,18,0,0,0,0,0,1,0,0,0,0,1,0,2111,2,1.0,0,355.20000000000005,0.4570153471127547,51306,1,0,0.0,0,,559.0
0,23,0,0,0,0,0,1,0,0,1,0,1,0,1384,3,1.0,1,851.0,0.1851716159391196,28313,0,1,4723.0,0,,506.0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2811,3,0.0,0,553.0,0.0703704157610446,48238,0,0,0.0,0,,658.0
1,22,0,0,1,0,0,0,0,0,0,1,1,1,285,3,2.0,1,2265.0,0.0,26759,1,1,4303.0,1,,
1,19,0,0,0,0,0,0,1,1,0,1,0,0,121,2,2.0,0,84.0,0.1867075989885576,36868,0,0,0.0,1,,
0,23,0,0,0,0,0,0,0,0,0,0,0,1,468,0,0.0,0,119.0,0.132167425441832,32350,0,0,0.0,0,,653.0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,753,2,0.0,1,2073.6,0.1070845741743031,49498,1,0,0.0,0,,530.0
1,23,0,0,1,0,0,0,0,1,0,1,0,0,1617,2,0.0,0,118.0,0.1535146724281038,32284,0,1,21857.0,0,,
0,24,0,0,0,0,0,0,0,1,0,1,0,0,1867,3,1.0,0,217.0,0.4865866809292402,53504,0,1,12051.0,0,,680.0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,586,0,2.0,0,228.0,0.3916090788476134,52295,1,0,0.0,0,,
1,18,0,0,0,0,0,0,0,0,0,0,0,0,408,3,2.0,0,253.6,0.0959069212941878,34041,0,1,16707.6,0,,
1,24,0,0,0,0,0,1,0,0,1,0,1,0,1352,0,2.0,1,307.0,0.5313976356873384,24646,0,1,18432.0,0,,
0,23,0,0,0,0,0,0,1,0,0,0,0,0,2308,2,0.0,0,252.0,0.0045027906590225,20970,0,0,0.0,0,,638.0
0,24,0,0,0,0,0,1,1,0,1,0,0,0,2434,2,2.0,0,489.0,0.4425613764034098,49000,0,0,0.0,0,,583.0
1,20,0,0,0,0,0,0,0,0,0,0,0,1,1300,0,2.0,0,379.2000000000001,0.3912561396919385,38432,0,0,0.0,0,,
1,25,0,0,0,0,0,1,1,1,1,1,0,0,1300,2,0.0,1,826.0,0.0685560288999982,33716,0,0,0.0,1,,
0,24,0,0,0,0,0,0,0,0,0,0,0,0,458,1,1.0,1,2672.0,0.4760077547287377,50636,0,0,0.0,0,,561.0
0,22,0,0,0,0,0,1,1,0,0,0,0,0,2135,0,2.0,0,647.0,0.4127752476272694,48978,0,1,13329.0,0,,618.0
1,24,0,0,0,0,0,1,0,0,1,0,1,0,2412,1,1.0,0,717.0,0.3077272386477198,47173,0,0,0.0,0,,
1,18,0,0,1,0,0,0,0,0,0,1,1,0,1691,2,1.0,0,105.6,0.2226584994914042,35151,0,1,10175.2,1,,
0,22,0,0,0,0,0,0,0,1,0,0,1,0,411,2,2.0,0,214.0,0.0055126986171591,45620,1,0,0.0,0,,588.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,337,0,1.0,1,2131.2000000000003,0.3140219041224559,24033,0,0,0.0,0,,
1,19,0,0,0,0,0,0,0,0,0,0,0,1,2476,0,0.0,1,2214.4,0.1937374999059004,40715,0,1,7025.9,0,,
1,21,0,0,1,0,0,0,1,1,0,1,0,0,2099,2,0.0,1,1896.8,0.0782202376623783,23397,1,0,0.0,1,,
1,18,0,0,0,0,0,0,0,0,0,0,1,0,1075,1,1.0,0,691.2,0.3755076181289016,39755,0,1,8820.699999999999,0,,
1,22,0,0,0,0,0,0,0,0,0,0,0,0,386,3,2.0,0,767.0,0.3990504803390126,35461,0,1,15501.0,0,,
0,19,0,0,0,0,0,0,1,0,0,0,0,0,1165,0,0.0,0,344.8,0.1312774830014409,52951,0,0,0.0,0,,527.0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,1989,3,2.0,0,344.8,0.4671841508695575,49675,0,0,0.0,0,,
1,20,0,0,0,0,0,1,1,0,0,0,0,0,2974,0,2.0,0,395.2000000000001,0.4445123475604213,48846,0,1,11396.7,0,,
0,24,0,0,1,0,0,1,1,1,1,1,1,0,1963,1,0.0,0,776.0,0.5100736614728227,52195,0,1,4112.0,0,,644.0
1,21,0,0,1,0,0,1,0,1,1,1,0,0,2623,1,0.0,0,602.4,0.290029634588674,51463,0,1,6905.5,1,,
0,18,0,0,0,0,0,0,0,0,0,0,0,0,2903,0,0.0,1,2302.4,0.4790882702045789,50947,0,0,0.0,0,,616.0
0,19,0,0,0,0,0,1,0,0,0,0,0,0,1555,2,2.0,0,520.8000000000001,0.1059976437353993,44352,0,1,17348.8,0,,603.0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,2659,1,0.0,0,110.4,0.1940074767298034,22518,0,0,0.0,0,,610.0
0,23,0,0,0,0,0,1,0,0,1,0,0,0,2606,0,0.0,0,137.0,0.3356555658237997,27910,0,1,11015.0,0,,513.0
0,19,0,0,0,0,0,0,0,0,0,0,0,1,1173,3,3.0,0,668.8000000000001,0.0,36689,1,0,0.0,0,,600.0
0,24,0,0,1,0,0,0,0,1,0,0,1,1,2305,3,3.0,0,425.0,0.0,20665,0,1,10475.0,0,,651.0
0,19,0,0,0,0,0,1,0,0,0,0,1,0,674,2,2.0,0,348.8,0.2074387547306172,31395,0,0,0.0,0,,647.0
1,20,0,0,0,0,0,1,0,0,0,0,0,0,1735,3,1.0,0,717.6,0.4739498444092042,28494,0,1,7683.9,0,,
1,19,0,0,0,0,0,0,0,0,0,0,0,0,333,0,2.0,0,640.0,0.0808278529832471,51312,1,0,0.0,0,,
0,20,0,0,1,0,0,0,0,0,0,0,0,0,2092,1,1.0,0,375.2000000000001,0.2931327513548117,52232,0,0,0.0,1,50.0,536.0
0,18,0,0,0,0,0,0,0,0,0,0,1,0,550,1,1.0,1,1386.4,0.2582169965877559,41099,0,1,3993.5,0,,668.0
0,25,0,0,0,0,0,0,0,1,0,0,0,0,973,1,2.0,0,766.0,0.6220061129499764,18166,0,1,7695.0,1,,510.0
0,20,0,0,0,0,0,1,0,0,1,0,0,1,1051,1,0.0,1,1821.6,0.0238919622443229,26718,0,1,13618.5,0,,553.0
0,20,0,0,0,0,0,1,1,0,0,0,0,1,2651,3,1.0,0,329.6,0.0453250689422405,20993,0,1,6283.9,0,,655.0
1,21,0,0,0,0,0,1,0,0,0,0,0,1,2433,0,1.0,1,2190.4,0.3199593422192547,23729,0,1,11946.2,0,,
0,20,0,0,0,0,0,0,0,0,0,0,0,0,989,3,1.0,0,362.4,0.0,42319,0,1,5792.5,0,,651.0
1,20,0,0,0,0,0,1,0,0,0,1,0,1,998,3,0.0,1,718.4000000000001,0.2673052786401634,19488,0,0,0.0,0,,
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2873,0,1.0,0,67.0,0.745497564718245,31591,0,1,4456.0,0,,546.0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,1737,1,2.0,0,24.0,0.1167043512165605,26876,0,0,0.0,0,,
0,18,0,0,0,0,0,0,0,0,0,0,1,0,2932,3,1.0,0,381.6,0.1587464883347705,48667,1,0,0.0,0,,523.0
0,24,0,0,0,0,0,1,0,0,0,0,0,0,910,1,0.0,0,864.0,0.0053293384676388,34016,1,0,0.0,0,,663.0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,1977,2,1.0,0,688.0,0.138977782308973,19899,0,0,0.0,0,,
0,23,0,0,0,0,0,0,0,0,0,0,0,1,450,2,2.0,1,925.0,0.0,24161,0,1,3628.0,0,,643.0
0,22,0,0,1,0,0,0,0,1,0,0,1,0,1210,2,1.0,0,34.0,0.3997869176879378,22353,1,0,0.0,0,,634.0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,349,2,1.0,0,955.0,0.3028626141927312,31365,0,0,0.0,0,,646.0
0,18,0,0,0,0,0,1,0,0,1,0,0,0,2278,3,1.0,0,61.6,0.2385891118676444,47488,0,0,0.0,0,,611.0
1,18,0,0,0,0,0,0,0,0,0,1,1,0,1648,2,1.0,1,1060.8,0.0,21110,0,0,0.0,1,,
0,22,0,0,0,0,0,1,0,0,0,0,0,0,124,0,2.0,0,189.0,0.2497145332707893,29578,1,1,16427.0,0,,511.0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2722,0,1.0,0,736.0,0.1013447419898501,48466,0,1,14383.0,0,,625.0
1,20,0,0,0,0,0,1,0,0,0,0,1,0,2315,0,2.0,0,601.6,0.251665739782032,49195,1,0,0.0,0,,
0,23,0,0,0,0,0,0,0,0,1,0,0,1,718,1,2.0,0,118.0,0.0,24277,1,0,0.0,0,,516.0
0,19,0,0,0,0,0,1,0,0,1,0,0,0,1619,2,2.0,0,210.4,0.3913652090935091,26412,1,0,0.0,0,,640.0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,2390,3,2.0,0,787.2,0.5096004240329015,36227,0,1,10864.7,0,,510.0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2264,2,2.0,0,626.4000000000001,0.12522205104409,36540,0,1,4505.9,0,,
0,22,0,0,1,0,0,0,0,0,0,0,0,1,177,3,1.0,0,382.0,0.2181125292373681,44937,0,0,0.0,1,55.31520428697067,665.0
1,18,0,0,0,0,0,1,0,0,0,0,1,0,2414,0,1.0,1,730.4000000000001,0.3108173559300871,21880,0,0,0.0,0,,
0,24,0,0,0,0,0,1,1,1,0,1,0,1,2250,0,0.0,0,138.0,0.3298025779539982,33271,1,0,0.0,1,,654.0
0,18,0,0,1,0,0,0,0,0,0,0,1,0,2935,0,0.0,0,748.0,0.3555375476046839,24957,0,0,0.0,1,1453.962216424107,566.0
1,21,0,0,1,0,0,0,0,1,0,0,0,0,2792,1,0.0,0,440.0,0.1348587842573662,25284,0,0,0.0,1,,
0,18,0,0,0,0,0,1,0,0,0,0,0,0,1952,2,2.0,0,284.8,0.0,19849,0,0,0.0,0,,561.0
1,18,0,0,1,0,0,0,0,1,0,1,1,0,1131,2,0.0,0,642.4000000000001,0.0,20943,1,0,0.0,1,,
0,21,0,0,0,0,0,0,0,0,0,0,0,0,746,2,1.0,0,389.6,0.247679478959488,21361,1,0,0.0,0,,634.0
0,23,0,0,1,0,0,1,0,0,0,1,0,0,183,1,0.0,0,63.0,0.5772964002451522,40592,0,0,0.0,0,,503.0
0,23,0,0,0,0,0,0,0,0,1,0,0,0,2763,1,0.0,0,782.0,0.402496945425958,50968,0,1,16555.0,0,,567.0
0,21,0,0,0,0,0,1,1,0,1,0,1,0,2703,3,1.0,0,181.6,0.1236938478116883,32471,0,0,0.0,0,,533.0
0,24,0,0,1,2,365,1,0,1,1,0,0,0,1448,3,1.0,0,298.0,0.3897616179681675,30758,0,0,0.0,0,,655.0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1581,3,3.0,0,455.0,0.1979733118032022,51108,1,1,14672.0,0,,
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2048,2,1.0,0,952.0,0.2635518549849096,46136,1,0,0.0,0,,585.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2585,3,1.0,1,1104.0,0.0783376952461959,51360,0,0,0.0,0,,
1,24,0,0,0,0,0,1,0,1,1,0,1,0,1391,3,2.0,1,2913.0,0.3824263534256245,34197,0,0,0.0,1,,
1,18,0,0,1,2,283,0,1,1,0,1,1,0,713,2,0.0,1,556.0,0.6163742113875523,34863,0,0,0.0,0,,
